MZ	Intensity	Resolution	S/N
606.01441	243763	306923	0.7	
606.01760	241091	286708	0.6	
606.03545	361253	230845	1.9	
606.04001	268197	378698	0.9	
606.04380	411462	279733	2.4	
606.04908	403302	156276	2.4	
606.05378	320391	205482	1.5	
606.06830	244008	455076	0.7	
606.07872	381577	232870	2.1	
606.08941	380970	224722	2.1	
606.10022	349163	247689	1.8	
606.10700	384620	201287	2.2	
606.11186	572940	147467	4.2	
606.11798	367373	157173	2.0	
606.12255	465550	191657	3.0	
606.12844	321710	254154	1.5	
606.16177	497522	186934	3.4	
606.16551	358626	144711	1.9	
606.17408	322739	311075	1.5	
606.17769	259379	488513	0.8	
606.18185	331348	156717	1.6	
606.19619	296181	288659	1.2	
606.20113	291302	298833	1.2	
606.20535	462102	250596	3.0	
606.20910	300406	373921	1.3	
606.21615	330007	160777	1.6	
606.22099	514968	237275	3.5	
606.22808	239128	375199	0.6	
606.23261	422105	241989	2.6	
606.24535	274938	357690	1.0	
606.25187	368411	251314	2.0	
606.25567	248603	408395	0.7	
606.26616	480540	186354	3.2	
606.27466	392637	220890	2.2	
606.28282	261678	307172	0.9	
606.29875	366975	248798	2.0	
606.30347	448144	179121	2.8	
606.31095	261169	297986	0.8	
606.33053	264211	237987	0.9	
606.33924	487972	163760	3.3	
606.34337	262948	278730	0.9	
606.34913	294181	323705	1.2	
606.35319	267109	440551	0.9	
606.36979	242967	350006	0.7	
606.37501	374343	200885	2.1	
606.38913	281641	289092	1.1	
606.39466	319913	293794	1.5	
606.40173	294202	250520	1.2	
606.41000	262683	283990	0.9	
606.41851	338652	179953	1.7	
606.42646	311500	293853	1.4	
606.43722	393262	226105	2.3	
606.44450	257262	406349	0.8	
606.45362	393743	175915	2.3	
606.45933	339984	257862	1.7	
606.47021	251457	352909	0.7	
606.48789	405651	204892	2.4	
606.49450	346291	127962	1.8	
606.49813	371412	202774	2.0	
606.50596	311252	150342	1.4	
606.51217	480789	204526	3.2	
606.51890	425814	259558	2.6	
606.52600	439991	188004	2.7	
606.53046	292055	229913	1.2	
606.53548	257447	268779	0.8	
606.54682	455977	155553	2.9	
606.55308	316953	304604	1.4	
606.56019	387610	242814	2.2	
606.56675	275947	259317	1.0	
606.57579	248668	473000	0.7	
606.57969	317244	296262	1.4	
606.58454	387164	315044	2.2	
606.59006	481309	146288	3.2	
606.62508	414497	181108	2.5	
606.64022	306690	241022	1.3	
606.64978	397891	131915	2.3	
606.69288	272647	261779	1.0	
606.69887	259592	254482	0.8	
606.71902	248298	419172	0.7	
606.74151	368156	154772	2.0	
606.75631	281902	284765	1.1	
606.76190	248494	314933	0.7	
606.76587	316767	234695	1.4	
606.77049	269615	331330	0.9	
606.78070	318576	303144	1.5	
606.78525	315457	269584	1.4	
606.79364	338642	223812	1.7	
606.81547	399860	214716	2.3	
606.82296	255829	458717	0.8	
606.82846	323789	168549	1.5	
606.83694	299734	297564	1.3	
606.84515	279167	148507	1.0	
606.86198	331481	277379	1.6	
606.86814	349881	324520	1.8	
606.87085	387674	196081	2.2	
606.88919	370299	210748	2.0	
606.89467	458556	184450	2.9	
606.90312	458829	166765	2.9	
606.92137	369967	146281	2.0	
606.92554	356063	164490	1.9	
606.93200	306464	312836	1.3	
606.93703	259952	176358	0.8	
606.94155	350433	220250	1.8	
606.94573	294241	251558	1.2	
606.95188	344226	269022	1.7	
606.95960	238931	306256	0.6	
606.97350	307540	251655	1.3	
606.98691	281013	242954	1.1	
607.00748	348695	220186	1.8	
607.02545	248129	198015	0.7	
607.03733	328122	221828	1.6	
607.04759	276204	195428	1.0	
607.06977	344718	218444	1.7	
607.08413	299759	287757	1.3	
607.08920	319264	212424	1.5	
607.09172	332240	169426	1.6	
607.09552	279904	225072	1.0	
607.10840	406450	239678	2.4	
607.11358	442770	158291	2.8	
607.12064	356163	205065	1.9	
607.13277	290404	288877	1.2	
607.13747	326005	294879	1.5	
607.14227	350413	122221	1.8	
607.16014	463927	181387	3.0	
607.16496	365767	166148	2.0	
607.17161	256280	308679	0.8	
607.17986	263337	307523	0.9	
607.19925	364187	218477	1.9	
607.20406	264603	184554	0.9	
607.21035	366748	276527	2.0	
607.22459	300029	336938	1.3	
607.24696	392896	201900	2.2	
607.25948	441377	285782	2.8	
607.26307	261345	553839	0.8	
607.26796	415338	152307	2.5	
607.29781	336037	144436	1.6	
607.30102	278165	316377	1.0	
607.31008	348758	189619	1.8	
607.31418	270695	155430	0.9	
607.32082	260551	371669	0.8	
607.33299	294760	302196	1.2	
607.34496	268538	278956	0.9	
607.35386	246987	414275	0.7	
607.35954	284667	291897	1.1	
607.36907	384268	210046	2.2	
607.37898	309933	169995	1.4	
607.38396	307358	184186	1.3	
607.39051	250574	449704	0.7	
607.40385	245776	386249	0.7	
607.41473	304257	254492	1.3	
607.43992	337643	119617	1.7	
607.44540	239492	330530	0.6	
607.44907	302660	259130	1.3	
607.45943	257797	375696	0.8	
607.46678	397046	266974	2.3	
607.47151	307031	251417	1.3	
607.47756	288343	194873	1.1	
607.48338	376844	114779	2.1	
607.49637	334537	222957	1.6	
607.49819	331145	383185	1.6	
607.50273	403002	268577	2.4	
607.51049	242746	382014	0.7	
607.52292	435756	179076	2.7	
607.52856	270044	371257	0.9	
607.53817	246589	285136	0.7	
607.54684	546910	160259	3.9	
607.55204	305999	226827	1.3	
607.55591	360127	239266	1.9	
607.55950	246463	513642	0.7	
607.56258	316672	407011	1.4	
607.56621	366880	315357	2.0	
607.58547	399394	232885	2.3	
607.59463	479171	139024	3.2	
607.60737	381956	220753	2.1	
607.61291	256357	280721	0.8	
607.61661	289253	304473	1.1	
607.62525	291270	323763	1.2	
607.63863	246055	375810	0.7	
607.64161	292520	255822	1.2	
607.64604	372136	210463	2.0	
607.66037	288298	367173	1.1	
607.66330	261770	371912	0.9	
607.67438	235931	437869	0.6	
607.68373	256108	307014	0.8	
607.69034	333469	154172	1.6	
607.69769	251790	270280	0.7	
607.70489	394478	292872	2.3	
607.70905	253887	293720	0.8	
607.71310	319215	235693	1.5	
607.72540	519728	171873	3.6	
607.74298	324418	241303	1.5	
607.75294	410275	79376	2.4	
607.75499	418643	160393	2.5	
607.76519	264548	376834	0.9	
607.76757	308725	200303	1.4	
607.78484	336230	239591	1.6	
607.79416	264727	338524	0.9	
607.79798	258072	499399	0.8	
607.80240	319752	348007	1.5	
607.80609	413257	117905	2.5	
607.81204	355193	311157	1.8	
607.82259	483530	117467	3.2	
607.83895	368020	124828	2.0	
607.86679	443039	215454	2.8	
607.87536	365016	181669	1.9	
607.87768	462144	137513	3.0	
607.89477	371426	250432	2.0	
607.91657	360676	174767	1.9	
607.93564	383430	208541	2.1	
607.95302	442007	140061	2.8	
607.96251	283576	232143	1.1	
607.96597	360985	197849	1.9	
607.97050	257241	264774	0.8	
607.98544	248731	397336	0.7	
607.99069	255211	336604	0.8	
608.00311	300685	286385	1.3	
608.00810	374029	174134	2.0	
608.01390	296334	248571	1.2	
608.02255	242871	211353	0.7	
608.03077	487471	156832	3.3	
608.03906	245632	291213	0.7	
608.05609	248770	342807	0.7	
608.07566	528116	171200	3.7	
608.08081	359988	254522	1.9	
608.11287	14936376	173714	156.8	
608.15812	286748	320008	1.1	
608.16154	341965	188769	1.7	
608.17314	375966	223388	2.1	
608.19046	355456	276996	1.8	
608.19511	250016	328692	0.7	
608.19859	300448	174134	1.3	
608.20167	410433	191353	2.4	
608.20860	314753	308498	1.4	
608.21475	365938	206952	2.0	
608.23697	296132	300928	1.2	
608.24607	299253	277736	1.3	
608.25589	426534	223865	2.6	
608.27232	256872	443189	0.8	
608.28300	260553	297913	0.8	
608.30162	235515	393141	0.6	
608.31448	244524	416090	0.7	
608.32515	294685	243878	1.2	
608.33381	302494	157068	1.3	
608.33777	342127	222319	1.7	
608.35411	430424	118175	2.6	
608.36681	241201	304291	0.6	
608.39317	342340	165183	1.7	
608.39858	324741	178539	1.5	
608.41763	256743	330663	0.8	
608.42245	350167	249593	1.8	
608.42577	284183	319872	1.1	
608.43079	235432	266657	0.6	
608.43927	269449	278133	0.9	
608.44489	290753	129678	1.2	
608.45161	475834	166481	3.1	
608.45947	435643	195679	2.7	
608.46840	278844	220018	1.0	
608.48679	316190	249681	1.4	
608.49300	341310	147345	1.7	
608.49866	482415	152536	3.2	
608.51430	317184	279035	1.4	
608.52457	290066	269275	1.2	
608.54517	299396	218870	1.3	
608.55290	245028	384847	0.7	
608.56152	240293	448898	0.6	
608.56590	392966	232308	2.2	
608.57789	389383	189541	2.2	
608.59244	403800	158936	2.4	
608.59645	351977	269905	1.8	
608.60195	281865	410627	1.1	
608.60502	245578	458694	0.7	
608.61272	295450	203645	1.2	
608.62396	252660	161071	0.8	
608.62960	257964	341698	0.8	
608.64122	239597	360398	0.6	
608.64508	245390	464545	0.7	
608.66053	308127	196274	1.3	
608.66479	251920	181962	0.7	
608.67296	353713	100881	1.8	
608.68802	277730	251063	1.0	
608.69113	255370	234232	0.8	
608.69834	271683	329640	1.0	
608.70413	295636	328003	1.2	
608.70763	269076	431881	0.9	
608.71146	268661	414389	0.9	
608.71722	394069	227476	2.3	
608.72241	384758	229399	2.2	
608.72682	306518	304780	1.3	
608.73579	278199	339747	1.0	
608.74171	375928	285715	2.1	
608.76055	432538	240516	2.7	
608.76516	364314	248697	1.9	
608.77393	325771	250488	1.5	
608.78644	293980	230164	1.2	
608.79330	339837	215099	1.7	
608.79735	296957	407610	1.2	
608.80136	243742	394190	0.7	
608.80606	320542	242729	1.5	
608.81493	267455	334356	0.9	
608.83103	276001	381489	1.0	
608.84470	400514	279386	2.3	
608.87183	246757	237574	0.7	
608.87673	345189	306147	1.7	
608.88712	324454	221610	1.5	
608.89183	288919	281440	1.1	
608.90151	255720	279984	0.8	
608.91411	529417	204039	3.7	
608.92103	421738	160327	2.6	
608.93636	337851	171452	1.7	
608.94377	421068	223716	2.5	
608.95802	386158	168572	2.2	
608.96617	397390	248096	2.3	
608.97828	393456	205847	2.3	
608.98264	319024	185915	1.5	
608.99318	457105	209818	2.9	
609.00392	351090	262387	1.8	
609.00824	384563	248551	2.2	
609.01285	303315	226335	1.3	
609.02209	419092	191867	2.5	
609.02673	258325	432185	0.8	
609.03647	353046	273211	1.8	
609.04254	271270	249000	1.0	
609.04774	385879	260425	2.2	
609.06155	325832	291422	1.5	
609.06409	344168	157020	1.7	
609.11234	514845	387656	3.5	
609.11631	3403934	182552	34.2	
609.13756	301968	232370	1.3	
609.14299	268384	381333	0.9	
609.14931	256513	351133	0.8	
609.15731	314082	262836	1.4	
609.16409	564259	216249	4.1	
609.17759	530084	239813	3.7	
609.18203	349028	340662	1.8	
609.19144	326021	255988	1.5	
609.20775	320599	255374	1.5	
609.21509	362984	310425	1.9	
609.24160	459866	168916	3.0	
609.25184	253835	288102	0.8	
609.26341	333517	161556	1.6	
609.27170	354669	152063	1.8	
609.29963	247408	178454	0.7	
609.30692	553329	202148	3.9	
609.32658	298899	317567	1.2	
609.33100	391283	248065	2.2	
609.33472	374356	250827	2.0	
609.33819	283188	370660	1.1	
609.34808	358549	284571	1.9	
609.35402	288118	346451	1.1	
609.36251	428183	233997	2.6	
609.40174	496251	196380	3.3	
609.40791	370139	249970	2.0	
609.41199	269340	387671	0.9	
609.42357	296397	260075	1.2	
609.43999	292287	372912	1.2	
609.44420	273215	311122	1.0	
609.45513	450944	209689	2.9	
609.47119	267010	197741	0.9	
609.48167	324971	150430	1.5	
609.49285	245076	320167	0.7	
609.50408	339781	299590	1.7	
609.50864	318454	318321	1.5	
609.51112	381414	180731	2.1	
609.51513	290406	398506	1.2	
609.52352	552551	169712	3.9	
609.53043	279048	272643	1.0	
609.53569	282520	276069	1.1	
609.54258	284953	253611	1.1	
609.55648	395146	105847	2.3	
609.56463	420251	108494	2.5	
609.56939	288716	218562	1.1	
609.57654	380236	259768	2.1	
609.58183	275661	208507	1.0	
609.59098	312366	326530	1.4	
609.59559	376510	169708	2.1	
609.59991	341039	192515	1.7	
609.60392	353807	340986	1.8	
609.61468	527440	219335	3.7	
609.61995	361585	228835	1.9	
609.62955	334866	199521	1.6	
609.64494	305779	323531	1.3	
609.65102	536500	156313	3.8	
609.65959	305589	231810	1.3	
609.66603	302550	393105	1.3	
609.66997	411350	280197	2.4	
609.68096	721591	158822	5.7	
609.70297	307881	207950	1.3	
609.70847	398730	87381	2.3	
609.71144	409402	184018	2.4	
609.72296	356827	235602	1.9	
609.72745	289548	254178	1.1	
609.73248	237804	316222	0.6	
609.73882	483581	222740	3.2	
609.74199	285709	227852	1.1	
609.74578	251454	430918	0.7	
609.75125	410398	236557	2.4	
609.75866	349823	254305	1.8	
609.76503	424736	300989	2.6	
609.76872	308992	411904	1.4	
609.77550	371505	166013	2.0	
609.78348	332929	334981	1.6	
609.78702	300002	364958	1.3	
609.79095	281218	334487	1.1	
609.79843	356891	136672	1.9	
609.80864	282188	239322	1.1	
609.81267	418436	128410	2.5	
609.81901	361861	251740	1.9	
609.82507	350534	191408	1.8	
609.83375	284615	288265	1.1	
609.84455	358952	256275	1.9	
609.85127	324168	347371	1.5	
609.85537	350249	313022	1.8	
609.86880	514986	176486	3.5	
609.87342	343451	178010	1.7	
609.88196	250411	469412	0.7	
609.88615	305740	272137	1.3	
609.89434	401037	206614	2.3	
609.89898	432365	250480	2.7	
609.91184	422799	205356	2.6	
609.94642	313490	160715	1.4	
609.95965	485427	214854	3.2	
609.97022	366196	221300	2.0	
609.97384	268933	279368	0.9	
609.98325	345942	257558	1.7	
609.99832	401111	193171	2.3	
610.00451	429208	249916	2.6	
610.01694	432857	219817	2.7	
610.03739	500731	133893	3.4	
610.04955	337341	260466	1.7	
610.05512	377581	199491	2.1	
610.05765	533245	200111	3.7	
610.06200	1344638	197874	12.4	
610.06552	488350	185162	3.3	
610.08571	303248	204323	1.3	
610.09724	268609	235096	0.9	
610.10875	761027	182526	6.2	
610.11632	607139	169138	4.5	
610.12032	469028	232753	3.1	
610.12396	400932	212220	2.3	
610.13208	313621	161266	1.4	
610.13918	410758	144328	2.4	
610.15266	452583	184672	2.9	
610.16316	258288	234054	0.8	
610.16880	273753	201089	1.0	
610.17501	470729	271825	3.1	
610.18222	312842	141580	1.4	
610.18751	243371	351922	0.7	
610.19415	488459	254279	3.3	
610.19853	432892	159377	2.7	
610.22239	276222	202867	1.0	
610.22451	268446	260127	0.9	
610.23215	334615	138665	1.6	
610.23519	328119	159906	1.6	
610.24632	417681	178267	2.5	
610.25338	518737	196543	3.6	
610.25891	370450	279684	2.0	
610.26276	532818	258582	3.7	
610.27458	295187	246253	1.2	
610.30945	285751	366709	1.1	
610.32392	511928	233812	3.5	
610.33040	314841	268856	1.4	
610.34852	258043	411687	0.8	
610.35941	393116	258481	2.2	
610.38062	391630	190525	2.2	
610.38688	272863	293668	1.0	
610.39080	424511	232889	2.6	
610.39997	342688	95984	1.7	
610.40387	259617	234634	0.8	
610.41864	319650	230326	1.5	
610.42638	352259	219141	1.8	
610.44215	554372	188973	4.0	
610.44886	429061	239937	2.6	
610.45422	293830	313892	1.2	
610.47536	355304	302843	1.8	
610.48159	238120	421259	0.6	
610.49044	289273	274390	1.1	
610.49822	398570	226491	2.3	
610.50194	235914	508651	0.6	
610.50905	327507	141387	1.5	
610.51331	374340	128575	2.0	
610.51999	559084	215795	4.0	
610.52372	301389	349506	1.3	
610.52786	297965	286805	1.2	
610.54261	410863	224083	2.4	
610.55762	334576	181686	1.6	
610.58079	1068979	214273	9.4	
610.58574	322891	176784	1.5	
610.60009	285332	451976	1.1	
610.60469	452597	214098	2.9	
610.61372	356502	296188	1.9	
610.63532	301688	328317	1.3	
610.63923	388409	326547	2.2	
610.64533	259577	310244	0.8	
610.65229	290234	445259	1.2	
610.66076	307195	141051	1.3	
610.67204	317404	225486	1.4	
610.67971	457869	123372	2.9	
610.69512	267374	321748	0.9	
610.70193	402095	153428	2.3	
610.71020	411232	204197	2.4	
610.72864	370754	279097	2.0	
610.73636	308866	304737	1.3	
610.74383	357555	176785	1.9	
610.75362	236548	484753	0.6	
610.76367	308741	281000	1.3	
610.77903	268231	386029	0.9	
610.78550	325895	306404	1.5	
610.79056	334584	214758	1.6	
610.81209	243242	411112	0.7	
610.81633	303626	337049	1.3	
610.82751	380124	189939	2.1	
610.83475	512908	209226	3.5	
610.83827	257901	234300	0.8	
610.84313	351469	265963	1.8	
610.84975	314854	161658	1.4	
610.85759	276143	342228	1.0	
610.86710	244688	230498	0.7	
610.87287	261168	365985	0.8	
610.87852	298321	216874	1.2	
610.88536	410930	236290	2.4	
610.89411	418386	287925	2.5	
610.92353	377573	172391	2.1	
610.92788	264022	443801	0.9	
610.93136	275638	322446	1.0	
610.93755	448455	167849	2.8	
610.95078	281304	360004	1.1	
610.95744	252857	339687	0.8	
610.97652	323355	266909	1.5	
610.98483	306268	328358	1.3	
610.99208	371180	159420	2.0	
610.99758	243533	411087	0.7	
611.00206	247661	402491	0.7	
611.01748	502079	231912	3.4	
611.02420	288160	347389	1.1	
611.03582	250497	471934	0.7	
611.04333	368770	223819	2.0	
611.04928	306210	285268	1.3	
611.05606	415331	231592	2.5	
611.06390	263524	288754	0.9	
611.07913	376389	258151	2.1	
611.08921	380102	136999	2.1	
611.09998	240807	299677	0.6	
611.10917	255208	448531	0.8	
611.11544	544649	143575	3.9	
611.13142	301899	362543	1.3	
611.13502	270731	357707	0.9	
611.14810	252316	308163	0.7	
611.17292	401167	190944	2.3	
611.18277	343760	178638	1.7	
611.18972	240848	502663	0.6	
611.19361	298737	376799	1.2	
611.19929	394545	171195	2.3	
611.21762	366083	195501	2.0	
611.22434	364916	176636	1.9	
611.22668	359108	238449	1.9	
611.24182	515190	232312	3.5	
611.24588	362870	318318	1.9	
611.25129	514551	193777	3.5	
611.25821	472215	213413	3.1	
611.26216	236088	663743	0.6	
611.26601	435288	202483	2.7	
611.28193	297274	221112	1.2	
611.29005	263915	350082	0.9	
611.31037	301085	287172	1.3	
611.31734	256925	279673	0.8	
611.32894	297727	206341	1.2	
611.33468	350079	305385	1.8	
611.34065	327264	169975	1.5	
611.35038	296353	208237	1.2	
611.35855	304658	217211	1.3	
611.37168	360067	277166	1.9	
611.37998	364532	197735	1.9	
611.40468	312678	399417	1.4	
611.40839	288807	348275	1.1	
611.41338	428199	224817	2.6	
611.42651	433801	228243	2.7	
611.42939	283993	299235	1.1	
611.43540	360009	240053	1.9	
611.44256	534762	167504	3.7	
611.45175	267371	370098	0.9	
611.45621	304140	255315	1.3	
611.46059	293644	362342	1.2	
611.47043	245709	311182	0.7	
611.47364	308525	304642	1.3	
611.47835	255390	215721	0.8	
611.48667	367119	198862	2.0	
611.50112	278256	240892	1.0	
611.50706	381729	199191	2.1	
611.51409	307153	384406	1.3	
611.52696	325075	236100	1.5	
611.54563	302285	159276	1.3	
611.55037	334805	223915	1.6	
611.55870	425430	217006	2.6	
611.56941	375095	247977	2.1	
611.57650	272536	280597	1.0	
611.59251	357849	189100	1.9	
611.59960	365914	146308	2.0	
611.61090	256939	206075	0.8	
611.62422	354365	254776	1.8	
611.64309	292543	267288	1.2	
611.65394	344736	136897	1.7	
611.65880	343648	284333	1.7	
611.66440	331969	324715	1.6	
611.66833	244129	454479	0.7	
611.67764	397122	243566	2.3	
611.68628	375219	194895	2.1	
611.69152	291524	325253	1.2	
611.69713	354788	228774	1.8	
611.70411	257445	376283	0.8	
611.71089	343238	243403	1.7	
611.71420	285398	300876	1.1	
611.72846	344583	281504	1.7	
611.73274	273896	340613	1.0	
611.73759	328680	278574	1.6	
611.75512	295642	214251	1.2	
611.76968	312395	311817	1.4	
611.77519	526956	198793	3.7	
611.78737	395221	113694	2.3	
611.79313	268494	375486	0.9	
611.80740	573647	143322	4.2	
611.81476	269232	380433	0.9	
611.82498	279153	232186	1.0	
611.83330	397394	141021	2.3	
611.83717	352418	188170	1.8	
611.84187	306259	312272	1.3	
611.85128	348212	137441	1.8	
611.86348	357941	226537	1.9	
611.88220	280263	245469	1.0	
611.88562	339895	264948	1.7	
611.89711	359960	255713	1.9	
611.92577	269323	313630	0.9	
611.93893	274829	158500	1.0	
611.94831	330910	252752	1.6	
611.95392	452862	214422	2.9	
611.95989	375231	225200	2.1	
611.96321	282695	379016	1.1	
611.96638	327344	134153	1.5	
611.97140	370128	112266	2.0	
611.98390	245609	221942	0.7	
611.99085	305362	227573	1.3	
612.00417	265747	222752	0.9	
612.01193	389668	211670	2.2	
612.03932	426887	220353	2.6	
612.05150	447432	185711	2.8	
612.05715	319529	255047	1.5	
612.06033	328521	307736	1.6	
612.06457	250745	345791	0.7	
612.08188	520779	212150	3.6	
612.09879	342541	328004	1.7	
612.11524	279127	162786	1.0	
612.12066	290415	360887	1.2	
612.13600	381393	187815	2.1	
612.14577	236914	504298	0.6	
612.15021	328434	233325	1.6	
612.15781	357635	215006	1.9	
612.16283	297748	282761	1.2	
612.16812	384756	147287	2.2	
612.17215	268988	177160	0.9	
612.18110	439125	237109	2.7	
612.19007	361942	156947	1.9	
612.20160	280279	432116	1.0	
612.21600	246105	376418	0.7	
612.22130	362993	122788	1.9	
612.22638	393498	178124	2.2	
612.22935	292106	278968	1.2	
612.24125	300235	208296	1.3	
612.24644	240316	428939	0.6	
612.26636	294974	362692	1.2	
612.27468	239715	220014	0.6	
612.28351	399424	262922	2.3	
612.28799	334368	277573	1.6	
612.30054	343298	167041	1.7	
612.31113	302595	311606	1.3	
612.31554	387235	249908	2.2	
612.32799	247812	262682	0.7	
612.33144	486149	187501	3.2	
612.34638	257854	177355	0.8	
612.35235	296311	290596	1.2	
612.36459	345672	280711	1.7	
612.36946	249753	219612	0.7	
612.37389	298217	217448	1.2	
612.38016	267738	175707	0.9	
612.38598	274922	288021	1.0	
612.39210	335531	245802	1.6	
612.39733	429547	210409	2.6	
612.40695	236236	627763	0.6	
612.41370	349837	250572	1.8	
612.42632	451998	132023	2.9	
612.43740	297295	294194	1.2	
612.45023	297297	375602	1.2	
612.45472	407633	267484	2.4	
612.46253	298866	252967	1.2	
612.47173	310035	321503	1.4	
612.47833	443924	196799	2.8	
612.48443	347460	116589	1.8	
612.49760	307574	285333	1.3	
612.50131	261686	350076	0.8	
612.51231	284295	296101	1.1	
612.51717	285088	213971	1.1	
612.52258	427512	238282	2.6	
612.53049	398233	217102	2.3	
612.53738	489018	239895	3.3	
612.54150	268506	398035	0.9	
612.54889	382363	219030	2.1	
612.55567	314988	254734	1.4	
612.56106	405260	179634	2.4	
612.56668	371805	221232	2.0	
612.57662	343534	184827	1.7	
612.58277	369534	231433	2.0	
612.59280	464655	123931	3.0	
612.60942	419969	216073	2.5	
612.61466	338994	204223	1.7	
612.62947	243107	424926	0.6	
612.63887	261668	458690	0.8	
612.65530	375158	182094	2.1	
612.65950	301526	228477	1.3	
612.66453	421191	207410	2.5	
612.67174	403591	205647	2.4	
612.67814	469384	170879	3.1	
612.68450	283001	194494	1.1	
612.68767	272089	273773	1.0	
612.69638	245698	198112	0.7	
612.70591	274235	329298	1.0	
612.72289	403821	229291	2.4	
612.73562	259198	239994	0.8	
612.74293	272847	349284	1.0	
612.75504	373424	175269	2.0	
612.75968	280704	237985	1.0	
612.77378	402738	115580	2.3	
612.78217	243283	326343	0.7	
612.78703	264499	275446	0.9	
612.79586	309572	215216	1.4	
612.80327	277365	337171	1.0	
612.81269	260502	365866	0.8	
612.83148	433784	190017	2.7	
612.83913	269592	292043	0.9	
612.85265	264794	336510	0.9	
612.86250	285979	317416	1.1	
612.87132	257756	244810	0.8	
612.88373	352509	239370	1.8	
612.89688	298110	312622	1.2	
612.90300	336607	265550	1.6	
612.91133	315120	187337	1.4	
612.91715	397344	225359	2.3	
612.92495	392769	252293	2.2	
612.93556	267746	268102	0.9	
612.94209	414499	166361	2.5	
612.95840	344629	167301	1.7	
612.96659	262085	167959	0.9	
612.97239	306598	310516	1.3	
612.97609	286694	356321	1.1	
612.97889	284103	380400	1.1	
612.98555	293095	320101	1.2	
612.99927	284733	190042	1.1	
613.00382	366329	115783	2.0	
613.00842	259130	337294	0.8	
613.02423	256011	427443	0.8	
613.03529	289548	325969	1.1	
613.04106	241453	372464	0.6	
613.05055	295454	205990	1.2	
613.05538	344782	301834	1.7	
613.06124	271311	384511	0.9	
613.06536	422063	239856	2.6	
613.07221	269936	325714	0.9	
613.08012	263657	175652	0.9	
613.09768	448371	189457	2.8	
613.10774	250340	265482	0.7	
613.11194	339316	217357	1.7	
613.11828	354213	164756	1.8	
613.12644	397814	158798	2.3	
613.13019	368518	172780	2.0	
613.13989	348791	328323	1.8	
613.14542	311156	172629	1.4	
613.14772	332808	151407	1.6	
613.15167	268744	201974	0.9	
613.16771	302746	282264	1.3	
613.17211	265370	311268	0.9	
613.17605	255083	334559	0.8	
613.18322	252523	349613	0.7	
613.20405	409886	214362	2.4	
613.21195	362998	98114	1.9	
613.22186	637919	152168	4.8	
613.22755	262528	432491	0.9	
613.23454	257281	477538	0.8	
613.23850	434721	269416	2.7	
613.24391	322834	187974	1.5	
613.25149	288338	250086	1.1	
613.25687	360483	218122	1.9	
613.26934	257316	414880	0.8	
613.28011	406213	215445	2.4	
613.28761	287238	316335	1.1	
613.29434	279799	228290	1.0	
613.30161	252263	395801	0.7	
613.31757	276345	241231	1.0	
613.32410	303018	313555	1.3	
613.33450	411627	218932	2.4	
613.34568	294588	246787	1.2	
613.35090	286576	152074	1.1	
613.35787	271517	239221	1.0	
613.36843	324270	307620	1.5	
613.37505	296383	238128	1.2	
613.37947	265823	314643	0.9	
613.39745	274401	256385	1.0	
613.40676	358930	155899	1.9	
613.41475	299043	238199	1.2	
613.42496	395156	256101	2.3	
613.43895	558229	221575	4.0	
613.44628	477302	159651	3.1	
613.45511	328903	246740	1.6	
613.46046	321816	344334	1.5	
613.46474	289208	227274	1.1	
613.47210	274841	425165	1.0	
613.49165	266363	322868	0.9	
613.51494	261797	219810	0.8	
613.51895	306462	193318	1.3	
613.52409	263742	325401	0.9	
613.52858	305503	290719	1.3	
613.53685	293743	241802	1.2	
613.54761	319425	177200	1.5	
613.55202	381025	168400	2.1	
613.56350	342498	241223	1.7	
613.57072	298531	256494	1.2	
613.58028	290756	251124	1.2	
613.59547	241445	502596	0.6	
613.60007	380838	236167	2.1	
613.60662	322719	161774	1.5	
613.60960	356391	130783	1.9	
613.61346	346311	111115	1.7	
613.61990	409320	250161	2.4	
613.63834	307690	257166	1.3	
613.64763	522859	207219	3.6	
613.65625	283116	372111	1.1	
613.67537	258102	205207	0.8	
613.67777	254702	240645	0.8	
613.68565	283207	125297	1.1	
613.71527	511186	160376	3.5	
613.72071	277442	280019	1.0	
613.73497	253892	323529	0.8	
613.74031	301924	230718	1.3	
613.75940	287466	126941	1.1	
613.77630	380952	180025	2.1	
613.79704	273202	150606	1.0	
613.80227	380027	220812	2.1	
613.80764	402459	136036	2.3	
613.81310	372828	251988	2.0	
613.81784	299516	145708	1.2	
613.82722	356893	188981	1.9	
613.83449	419230	251334	2.5	
613.84800	289311	149759	1.1	
613.85627	316784	212513	1.4	
613.86437	273361	307333	1.0	
613.87646	394594	256704	2.3	
613.88550	303939	333157	1.3	
613.90696	376101	231108	2.1	
613.91771	295750	205812	1.2	
613.93382	250920	359277	0.7	
613.94671	286281	331046	1.1	
613.96468	237323	287569	0.6	
613.97205	240220	234367	0.6	
613.97897	338637	269899	1.7	
613.98507	403021	167222	2.3	
613.98973	341646	195242	1.7	
614.00268	339999	219785	1.7	
614.00846	292080	311005	1.2	
614.01256	240944	515880	0.6	
614.02178	380721	217324	2.1	
614.03340	269714	169404	0.9	
614.03737	398963	153556	2.3	
614.06300	450549	218585	2.9	
614.07014	246286	261244	0.7	
614.08040	267831	407425	0.9	
614.08506	298839	282131	1.2	
614.10526	454569	140052	2.9	
