MZ	Intensity	Resolution	S/N
500.71140	460848	157698	3.4	
500.72257	422357	153238	3.0	
500.72680	331646	370794	1.9	
500.73011	322206	287753	1.8	
500.73831	316215	192826	1.7	
500.74296	341423	183087	2.0	
500.74791	330848	269418	1.9	
500.75512	254833	312451	1.0	
500.76272	278297	257096	1.3	
500.76430	293138	283872	1.4	
500.76964	255426	322050	1.0	
500.77788	231619	536542	0.7	
500.78369	243156	342338	0.9	
500.79161	342084	338518	2.0	
500.80065	294549	352377	1.5	
500.80382	251422	296126	0.9	
500.80756	318390	311972	1.7	
500.81153	246630	376257	0.9	
500.81536	230583	388646	0.7	
500.82446	269544	474683	1.2	
500.82712	249896	363275	0.9	
500.82968	286504	204438	1.4	
500.83140	249089	185820	0.9	
500.83673	348905	252976	2.1	
500.84321	306762	257737	1.6	
500.84720	269610	417238	1.2	
500.85852	405323	215579	2.8	
500.86708	377756	211004	2.4	
500.88935	325996	156429	1.8	
500.90093	398320	314380	2.7	
500.91270	570545	204664	4.7	
500.91642	323729	295876	1.8	
500.92419	283826	442861	1.3	
500.92680	231666	573512	0.7	
500.93279	278083	260521	1.3	
500.93785	251619	422526	1.0	
500.94277	361980	158585	2.2	
500.95027	364629	340161	2.3	
500.95525	389125	211152	2.6	
500.95996	288854	390634	1.4	
500.96311	460998	182517	3.4	
500.96836	251767	506884	1.0	
500.97346	314071	224317	1.7	
500.97772	409848	214293	2.8	
500.98747	333209	289215	1.9	
500.99280	326009	319844	1.8	
500.99569	230585	682743	0.7	
500.99854	428698	242328	3.0	
501.00964	259531	362716	1.0	
501.01483	333147	359660	1.9	
501.01714	236460	432536	0.8	
501.02373	288764	386533	1.4	
501.03685	344766	271134	2.0	
501.04412	319230	298968	1.7	
501.04761	425183	246557	3.0	
501.05574	296512	399096	1.5	
501.05880	230120	358213	0.7	
501.06233	445088	181477	3.2	
501.07911	231594	220192	0.7	
501.08970	308755	231083	1.6	
501.10059	241988	505262	0.8	
501.10907	268845	181305	1.2	
501.11528	482374	280815	3.7	
501.11823	273254	358722	1.2	
501.12166	249302	267255	0.9	
501.12471	314055	323220	1.7	
501.12862	312787	191880	1.7	
501.13045	302675	209733	1.6	
501.13558	312232	234270	1.7	
501.15130	382249	362080	2.5	
501.15480	411186	174662	2.8	
501.16071	275850	255883	1.2	
501.16407	312603	299950	1.7	
501.17452	253100	259749	1.0	
501.17679	290908	304347	1.4	
501.18082	423660	346110	3.0	
501.18330	448941	361693	3.3	
501.18619	351037	274106	2.1	
501.18953	237673	266199	0.8	
501.19290	335110	131485	1.9	
501.19596	378446	227701	2.4	
501.20135	360383	269402	2.2	
501.21005	331199	194782	1.9	
501.21604	283416	207271	1.3	
501.21819	287600	213515	1.4	
501.22177	287825	308286	1.4	
501.22474	426833	276477	3.0	
501.22770	416881	238005	2.9	
501.23271	237650	519758	0.8	
501.24063	242131	312592	0.8	
501.24547	252267	307585	1.0	
501.24857	386259	353533	2.5	
501.27579	386454	186267	2.5	
501.28228	339367	167300	2.0	
501.28738	247903	257297	0.9	
501.29082	271672	192260	1.2	
501.29486	403160	301341	2.7	
501.30447	253473	435579	1.0	
501.30614	287529	275972	1.4	
501.31871	243211	403331	0.9	
501.32146	256571	417121	1.0	
501.33472	247756	488049	0.9	
501.33999	375165	360532	2.4	
501.34369	244261	249194	0.9	
501.35255	274366	437831	1.2	
501.35859	300991	308010	1.5	
501.37178	318560	221572	1.7	
501.37393	339040	184131	2.0	
501.37939	255153	353529	1.0	
501.38170	389137	208102	2.6	
501.38493	270918	172454	1.2	
501.38756	252906	201099	1.0	
501.38965	253986	294359	1.0	
501.39487	225443	697241	0.6	
501.39753	527683	276874	4.2	
501.40475	351876	287840	2.1	
501.41060	244388	362689	0.9	
501.42147	371605	231735	2.4	
501.43359	378551	218191	2.4	
501.44467	281284	199373	1.3	
501.45836	278793	417678	1.3	
501.46869	247146	523341	0.9	
501.47140	429098	307802	3.0	
501.48959	288348	361410	1.4	
501.50418	426158	197843	3.0	
501.51536	387295	228687	2.5	
501.51878	366479	327914	2.3	
501.52707	468752	284593	3.5	
501.53711	270881	239356	1.2	
501.54048	241410	406321	0.8	
501.54545	253722	316856	1.0	
501.55084	433939	215307	3.1	
501.56024	309972	327922	1.6	
501.56519	313428	234794	1.7	
501.57119	321461	425845	1.8	
501.57614	243013	414396	0.9	
501.57910	281942	375086	1.3	
501.58153	271222	299111	1.2	
501.58555	357814	273866	2.2	
501.58895	268903	292605	1.2	
501.59432	361271	160427	2.2	
501.60482	230968	417010	0.7	
501.60829	286361	235757	1.4	
501.62661	246586	463476	0.9	
501.64556	225020	336947	0.6	
501.65467	435869	275156	3.1	
501.65741	277902	401946	1.3	
501.66573	344223	220084	2.0	
501.67146	227935	371741	0.7	
501.67639	265476	232170	1.1	
501.68952	288833	284042	1.4	
501.69484	249970	379995	0.9	
501.69972	234098	526732	0.7	
501.71107	290467	162924	1.4	
501.71439	232284	250555	0.7	
501.71885	230268	367830	0.7	
501.72205	461892	267452	3.4	
501.72514	274389	230381	1.2	
501.72904	241157	361370	0.8	
501.73334	257381	562447	1.0	
501.73576	358534	374684	2.2	
501.74061	379046	204099	2.4	
501.74505	416519	243582	2.9	
501.74986	251399	210567	0.9	
501.75276	272680	247410	1.2	
501.75659	366312	232248	2.3	
501.75999	312424	354043	1.7	
501.76349	232777	204755	0.7	
501.77467	350378	354304	2.1	
501.78247	369227	309863	2.3	
501.78749	282443	423168	1.3	
501.79186	282700	272492	1.3	
501.79667	255308	427872	1.0	
501.81283	259022	368433	1.0	
501.81782	326190	302818	1.8	
501.82586	292431	373190	1.4	
501.83593	485936	275334	3.7	
501.84309	387441	301038	2.5	
501.84592	282657	325022	1.3	
501.85508	242626	411597	0.8	
501.85977	479379	154353	3.6	
501.86594	262019	426080	1.1	
501.86830	290995	307476	1.4	
501.87290	236052	552457	0.8	
501.88146	237509	454709	0.8	
501.88409	276789	353965	1.2	
501.88814	341829	211923	2.0	
501.89185	248726	512116	0.9	
501.90039	226903	447951	0.7	
501.90323	330871	322395	1.9	
501.90692	264727	474704	1.1	
501.91735	284824	395712	1.3	
501.92292	327353	376516	1.8	
501.92589	247737	373260	0.9	
501.93193	247626	335856	0.9	
501.93524	326858	248563	1.8	
501.94211	232539	641072	0.7	
501.94917	275116	282785	1.2	
501.95519	284524	270719	1.3	
501.96284	237533	218585	0.8	
501.96976	425854	280847	3.0	
501.97232	229886	609260	0.7	
501.97823	316559	244398	1.7	
501.98042	272363	462058	1.2	
501.98169	263615	267098	1.1	
502.00144	270769	274301	1.2	
502.02651	226004	315178	0.7	
502.03484	277237	279288	1.3	
502.04016	271621	288271	1.2	
502.04375	306982	278046	1.6	
502.05513	321127	284556	1.8	
502.05813	255159	391743	1.0	
502.06704	224624	346775	0.6	
502.07017	377768	334334	2.4	
502.07982	249641	311738	0.9	
502.08912	524666	147870	4.2	
502.09567	231283	345235	0.7	
502.12040	251293	487730	0.9	
502.12292	235406	625615	0.8	
502.12825	320926	317618	1.8	
502.13310	349759	295364	2.1	
502.13781	286383	353522	1.4	
502.14646	365232	343676	2.3	
502.15581	307569	361678	1.6	
502.16057	248402	419664	0.9	
502.16636	253022	246808	1.0	
502.16878	279482	156803	1.3	
502.17186	234627	370723	0.8	
502.17891	233219	462078	0.7	
502.18199	254644	382776	1.0	
502.18876	307452	253328	1.6	
502.19063	352165	196444	2.1	
502.19466	369477	261918	2.3	
502.20259	292742	305507	1.4	
502.20566	280230	327572	1.3	
502.21243	230791	415334	0.7	
502.21616	233071	290502	0.7	
502.22737	382041	289294	2.5	
502.23236	243801	342092	0.9	
502.23689	349817	314701	2.1	
502.24373	264042	394663	1.1	
502.26043	228556	537540	0.7	
502.26987	326269	315839	1.8	
502.27426	245549	275568	0.9	
502.27696	322206	441476	1.8	
502.27949	226942	631851	0.7	
502.29005	294063	311730	1.4	
502.29780	236080	429766	0.8	
502.30410	257392	296733	1.0	
502.31352	263073	395997	1.1	
502.31738	304210	297336	1.6	
502.32520	300323	418201	1.5	
502.32828	468547	262841	3.5	
502.33138	228259	612617	0.7	
502.33511	455204	270336	3.3	
502.33742	225828	583516	0.6	
502.34118	369124	306114	2.3	
502.34788	360885	247822	2.2	
502.35736	267230	186032	1.1	
502.36522	430535	237265	3.0	
502.36790	296103	461924	1.5	
502.37500	274104	395354	1.2	
502.38024	252922	197474	1.0	
502.38283	386185	213379	2.5	
502.38968	366705	148617	2.3	
502.39632	267658	476186	1.1	
502.40542	485003	247264	3.7	
502.41384	309772	371228	1.6	
502.41628	303324	341384	1.6	
502.42015	355404	179052	2.2	
502.43542	251758	449351	1.0	
502.44090	388591	305595	2.6	
502.44434	230127	446265	0.7	
502.44725	334543	367658	1.9	
502.45257	277360	383971	1.3	
502.45858	317648	290225	1.7	
502.46859	258721	400172	1.0	
502.47086	266370	502151	1.1	
502.47274	334706	318454	1.9	
502.48289	322291	321154	1.8	
502.48759	382963	308129	2.5	
502.49278	272452	407820	1.2	
502.49681	314868	214764	1.7	
502.50222	403509	193533	2.7	
502.50608	236757	339240	0.8	
502.51093	431222	154705	3.1	
502.51598	375318	272451	2.4	
502.51919	241511	505353	0.8	
502.52281	239635	255190	0.8	
502.54817	361690	223820	2.2	
502.55587	248122	434104	0.9	
502.56337	627963	253526	5.4	
502.57375	394076	283240	2.6	
502.57917	395357	270908	2.6	
502.58379	232541	324293	0.7	
502.58903	414926	247418	2.9	
502.60471	339647	358393	2.0	
502.61170	271520	255328	1.2	
502.61423	307824	242296	1.6	
502.62561	427474	234712	3.0	
502.63768	325571	248768	1.8	
502.64347	248539	181256	0.9	
502.64653	317572	336108	1.7	
502.65009	379812	285838	2.5	
502.65385	430789	300947	3.1	
502.65697	311005	236501	1.6	
502.66480	334422	286437	1.9	
502.67068	294838	271431	1.5	
502.67539	343151	173414	2.0	
502.67693	349439	179295	2.1	
502.68597	291784	274468	1.4	
502.68861	249336	332349	0.9	
502.69541	366345	306983	2.3	
502.70092	228825	278931	0.7	
502.71212	290507	369662	1.4	
502.72670	293868	394548	1.4	
502.72955	309772	367459	1.6	
502.73217	246797	494959	0.9	
502.73612	309373	197578	1.6	
502.73879	367661	311198	2.3	
502.74176	272286	246770	1.2	
502.74332	238838	299486	0.8	
502.75067	260111	567509	1.0	
502.75320	324783	395237	1.8	
502.76652	310624	279363	1.6	
502.77014	249441	409960	0.9	
502.77854	255953	236096	1.0	
502.78173	270066	176680	1.2	
502.78939	250202	182229	0.9	
502.79206	343027	225844	2.0	
502.81479	437413	145848	3.1	
502.82010	380150	245415	2.5	
502.82273	258406	302191	1.0	
502.83094	255607	479076	1.0	
502.83711	229239	473446	0.7	
502.84187	234520	553888	0.7	
502.84602	348440	343744	2.1	
502.85332	310977	186434	1.6	
502.85750	247114	355967	0.9	
502.86497	303690	200608	1.6	
502.87048	374763	272183	2.4	
502.87420	280539	438775	1.3	
502.88065	343676	299746	2.0	
502.88802	300141	325866	1.5	
502.89130	270077	341890	1.2	
502.89495	265549	409797	1.1	
502.89592	252020	209031	1.0	
502.90637	404575	326413	2.7	
502.91364	321643	138311	1.8	
502.92062	314464	364518	1.7	
502.92353	239088	449523	0.8	
502.92490	243312	344329	0.9	
502.93022	285889	257648	1.4	
502.93685	505682	173297	3.9	
502.94998	321467	210191	1.8	
502.95561	330228	292534	1.9	
502.95828	224820	476214	0.6	
502.96414	287077	301455	1.4	
502.96808	254821	329318	1.0	
502.97267	251349	351488	0.9	
502.97741	302086	419739	1.5	
502.98894	366375	300019	2.3	
502.99367	275512	292120	1.2	
503.00390	292713	297058	1.4	
503.00899	307961	343384	1.6	
503.01287	443002	152341	3.2	
503.01629	488538	162031	3.7	
503.03252	356236	308767	2.2	
503.04385	249453	498624	0.9	
503.05415	311134	343975	1.6	
503.07653	255664	225001	1.0	
503.08179	453313	187574	3.3	
503.08506	348129	279213	2.1	
503.09107	252946	328399	1.0	
503.09940	274147	286787	1.2	
503.11097	288284	247690	1.4	
503.12142	260021	391744	1.0	
503.13251	245014	290125	0.9	
503.15403	263784	430569	1.1	
503.16060	559257	208663	4.6	
503.16789	304846	195675	1.6	
503.16866	306582	155557	1.6	
503.17968	256571	350347	1.0	
503.18334	443675	209225	3.2	
503.18541	337675	238750	2.0	
503.20686	231006	325547	0.7	
503.21027	410158	245355	2.8	
503.21385	365982	330514	2.3	
503.21963	396127	296947	2.6	
503.22433	291167	347051	1.4	
503.23029	227568	291583	0.7	
503.23330	300400	291303	1.5	
503.23667	366209	278339	2.3	
503.24191	346689	331771	2.1	
503.24481	278258	391128	1.3	
503.24766	471362	227150	3.5	
503.26196	345603	252724	2.1	
503.28100	316357	352755	1.7	
503.29375	438935	227184	3.1	
503.29835	315927	249877	1.7	
503.30296	344200	371348	2.0	
503.31593	311161	311798	1.6	
503.32472	321698	192826	1.8	
503.33104	445834	221544	3.2	
503.34248	260924	306847	1.1	
503.34825	326668	280351	1.8	
503.35447	300701	192323	1.5	
503.36579	249662	403902	0.9	
503.37170	381903	290381	2.5	
503.37827	264463	397800	1.1	
503.38104	289776	298470	1.4	
503.38394	324208	220967	1.8	
503.39268	289713	396833	1.4	
503.39553	274993	406336	1.2	
503.40312	355250	307367	2.2	
503.40623	412178	275387	2.8	
503.41600	262595	238037	1.1	
503.41892	233828	509450	0.7	
503.42516	289460	224582	1.4	
503.43334	304949	398495	1.6	
503.44078	376110	192725	2.4	
503.45062	350871	263703	2.1	
503.45489	315687	298102	1.7	
503.45782	290232	284549	1.4	
503.46060	279416	379479	1.3	
503.46754	287161	353281	1.4	
503.47175	288841	216489	1.4	
503.47561	407449	282572	2.8	
503.48701	267387	307889	1.1	
503.48907	234171	464455	0.7	
503.49525	431483	138842	3.1	
503.50126	224828	623639	0.6	
503.50434	317436	178593	1.7	
503.50977	387269	147556	2.5	
503.52015	445870	228092	3.2	
503.52865	349919	313464	2.1	
503.53317	267951	404113	1.1	
503.53653	301472	389224	1.5	
503.53968	277512	161453	1.3	
503.54376	342384	214371	2.0	
503.54652	226437	383418	0.7	
503.54955	356993	248590	2.2	
503.55500	260466	332205	1.1	
503.55988	352386	262812	2.1	
503.56452	343523	158976	2.0	
503.56766	244723	466795	0.9	
503.57005	302131	326417	1.5	
503.57575	290484	364818	1.4	
503.58087	413012	229174	2.8	
503.58750	392101	249252	2.6	
503.59237	246693	426839	0.9	
503.60270	314855	343248	1.7	
503.60546	334503	393263	1.9	
503.60797	226343	580586	0.7	
503.61272	302024	362424	1.5	
503.61979	291976	356168	1.4	
503.62454	286729	285622	1.4	
503.62969	324465	189484	1.8	
503.63256	241226	465865	0.8	
503.63667	474154	212822	3.6	
503.64306	250395	365135	0.9	
503.64839	247275	425012	0.9	
503.65716	483756	235461	3.7	
503.66020	243276	408649	0.9	
503.66224	386605	324230	2.5	
503.67243	462118	138911	3.4	
503.67860	225774	340594	0.6	
503.68971	465096	140359	3.5	
503.69432	321160	215748	1.8	
503.69882	519600	199654	4.1	
503.70311	376945	295354	2.4	
503.70603	309777	365797	1.6	
503.71083	233810	338219	0.7	
503.71523	271106	271207	1.2	
503.71754	320514	245301	1.8	
503.71937	413523	209695	2.8	
503.72555	381523	274476	2.5	
503.73223	273020	253509	1.2	
503.73640	302244	345160	1.5	
503.75108	236982	287585	0.8	
503.75198	235754	290656	0.8	
503.76011	225983	273514	0.6	
503.76866	268920	405856	1.2	
503.77985	290777	334193	1.4	
503.78651	262050	249315	1.1	
503.79453	286890	328427	1.4	
503.79905	244875	483948	0.9	
503.80893	311156	210416	1.6	
503.81281	429212	300925	3.0	
503.81754	251301	300898	0.9	
503.82291	378056	152567	2.4	
503.83216	388190	200635	2.6	
503.84045	238031	427952	0.8	
503.84321	227407	461782	0.7	
503.84755	386016	273866	2.5	
503.85347	333440	351850	1.9	
503.85950	375825	217516	2.4	
503.86515	258406	143703	1.0	
503.89323	436261	250443	3.1	
503.89970	391989	199642	2.6	
503.90830	291910	334510	1.4	
503.92267	235752	409896	0.8	
503.92842	347880	271721	2.1	
503.93530	313929	276080	1.7	
503.94391	233690	452543	0.7	
503.94813	271370	345611	1.2	
503.95657	352779	260230	2.1	
503.96134	283916	350964	1.3	
503.96623	411148	315630	2.8	
503.97000	385036	305430	2.5	
503.98123	285766	220436	1.3	
503.98982	327151	338211	1.8	
503.99202	235663	399002	0.8	
503.99411	245055	403981	0.9	
504.00195	374224	246806	2.4	
504.00607	404880	208834	2.7	
504.01719	319185	388689	1.7	
504.02005	259266	260593	1.0	
504.02582	292306	269064	1.4	
504.03083	315219	202802	1.7	
504.03332	344995	197457	2.0	
504.03635	224787	511536	0.6	
504.03885	306068	395284	1.6	
504.04157	304180	346954	1.6	
504.04698	319940	269507	1.7	
504.05164	530549	254304	4.2	
504.05460	318405	249612	1.7	
504.05886	456214	151876	3.3	
504.07216	260951	427882	1.1	
504.07456	238647	549707	0.8	
504.07731	365656	282437	2.3	
504.08657	435545	209034	3.1	
504.10289	257034	463792	1.0	
504.10591	323051	331694	1.8	
504.11817	225516	576296	0.6	
504.12478	279228	311215	1.3	
504.12892	421741	207507	2.9	
504.13521	232910	348308	0.7	
504.14564	235583	448906	0.8	
504.14832	351983	219143	2.1	
504.15805	318256	288947	1.7	
504.16986	341857	296938	2.0	
504.18059	307954	220666	1.6	
504.18490	230659	503581	0.7	
504.19266	226643	473444	0.7	
504.19747	440244	180669	3.2	
504.20285	227445	514224	0.7	
504.20751	244229	408874	0.9	
504.21627	228102	425373	0.7	
504.22337	302311	256333	1.5	
504.23913	294664	283946	1.5	
504.24294	288969	357637	1.4	
504.24996	442057	235470	3.2	
504.25604	333666	146720	1.9	
504.25951	492842	185515	3.8	
504.26318	333643	355834	1.9	
504.26732	279563	338049	1.3	
504.27163	306588	340575	1.6	
504.27481	358956	316096	2.2	
504.28084	353325	228811	2.1	
504.29131	377406	178675	2.4	
504.29499	429694	195679	3.0	
504.31397	475440	220823	3.6	
504.31633	284928	242641	1.3	
504.32550	395409	307701	2.6	
504.33285	253746	478631	1.0	
504.33873	274963	456713	1.2	
504.34221	310107	240698	1.6	
504.35670	237708	252778	0.8	
504.36449	283733	306745	1.3	
504.37368	366998	290386	2.3	
504.38105	266807	429533	1.1	
504.38860	374872	274950	2.4	
504.39225	430648	223512	3.0	
504.39825	342265	289542	2.0	
504.40425	334905	239069	1.9	
504.41018	403866	285654	2.7	
504.41667	315003	277276	1.7	
504.43011	343356	320950	2.0	
504.43385	228412	602710	0.7	
504.43907	425933	227399	3.0	
504.45351	310910	366752	1.6	
504.45724	254639	449518	1.0	
504.46512	244544	418380	0.9	
504.46878	302280	182606	1.5	
504.47415	230401	447126	0.7	
504.47690	231713	647625	0.7	
504.47982	417313	212884	2.9	
504.48260	340273	186132	2.0	
504.48848	281058	388447	1.3	
504.49295	482435	284521	3.7	
504.49723	292387	239831	1.4	
504.50189	259987	383495	1.0	
504.51295	277169	182112	1.2	
504.51701	363413	245747	2.3	
504.52828	428918	202726	3.0	
504.53341	338599	218673	2.0	
504.53649	226295	377012	0.7	
504.54913	401640	240080	2.7	
504.55369	275225	217394	1.2	
504.56112	367978	269398	2.3	
504.56398	385706	275626	2.5	
504.56742	308954	316459	1.6	
504.57146	283883	314124	1.3	
504.57526	225707	391764	0.6	
504.57862	241147	438260	0.8	
504.59218	299661	360524	1.5	
504.59840	312445	162033	1.7	
504.60103	297742	205380	1.5	
504.60446	304430	389201	1.6	
504.61314	239849	227203	0.8	
504.61548	432991	194380	3.1	
504.61942	241896	317261	0.8	
504.62259	324368	372612	1.8	
504.62398	329040	224084	1.9	
504.62693	258720	432340	1.0	
504.63844	366498	264801	2.3	
504.64192	263602	362745	1.1	
504.64493	231042	423099	0.7	
504.66331	274036	233308	1.2	
504.67059	286981	367727	1.4	
504.67948	373686	220768	2.4	
504.68843	260711	436705	1.1	
504.70991	260633	338179	1.1	
504.71297	275225	383852	1.2	
504.72458	252410	454102	1.0	
504.72730	281307	419398	1.3	
504.73043	245083	375305	0.9	
504.73750	327564	254096	1.8	
504.74666	411181	235598	2.8	
504.74930	278973	470753	1.3	
504.75490	259742	585454	1.0	
504.75772	354910	310843	2.2	
504.76108	265102	395247	1.1	
504.76406	259999	398777	1.0	
504.76809	234495	458780	0.7	
504.77732	417600	288175	2.9	
504.78715	400481	253666	2.7	
504.79280	284458	230676	1.3	
504.79925	338978	232961	2.0	
504.80718	264335	267969	1.1	
504.80806	265747	228640	1.1	
504.81083	314195	297234	1.7	
504.81332	232212	464575	0.7	
504.81907	275028	385220	1.2	
504.82165	250229	387731	0.9	
504.82662	246149	458597	0.9	
504.83869	416486	282204	2.9	
504.84487	238199	386360	0.8	
504.84775	275703	376717	1.2	
504.85476	392976	161468	2.6	
504.86039	291704	314158	1.4	
504.86584	375193	209886	2.4	
504.87044	396882	175516	2.7	
504.87619	299258	360305	1.5	
504.87906	304650	444373	1.6	
504.88200	391531	249557	2.6	
504.89203	276524	544565	1.2	
504.89436	229900	519869	0.7	
504.90392	304477	220363	1.6	
504.90912	343822	273875	2.0	
504.91372	359022	206081	2.2	
504.92242	312367	380202	1.7	
504.93077	313456	344240	1.7	
504.93770	303936	227112	1.6	
504.94242	405713	254507	2.8	
504.94860	262930	464886	1.1	
504.95671	243778	439039	0.9	
504.96035	232771	473901	0.7	
504.96307	232067	520821	0.7	
504.97212	266820	318387	1.1	
504.99430	318678	305211	1.7	
504.99837	358647	269539	2.2	
505.00596	236904	461607	0.8	
505.01246	354264	330107	2.2	
505.01541	365337	342746	2.3	
505.03191	260770	269128	1.1	
505.03552	258123	362202	1.0	
505.04014	376411	196820	2.4	
505.04370	314811	280007	1.7	
505.04984	460284	254052	3.4	
505.05369	330476	259134	1.9	
505.05663	247101	544465	0.9	
505.05916	325053	345956	1.8	
505.06875	225054	445944	0.6	
